,destination_ip,destination_port,ja3,ja3_digest,source_ip,source_port,timestamp
0,192.168.134.218,1033,"769,10,",5cd6efb8d804faf03e1462073b729151,107.20.104.77,443,53708.686977
0,192.168.134.247,1033,"769,10,",5cd6efb8d804faf03e1462073b729151,37.228.108.133,443,53712.821986
0,192.168.134.45,1040,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.50.97,443,53735.711621
0,192.168.134.99,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.47,443,53756.097983
0,192.168.135.195,49178,"771,49195,65281-11",f9a66afdd1f499d415ca470974ec00c8,203.208.50.78,443,1592044098.861465
0,192.168.135.219,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.216,443,53734.488975
0,192.168.135.222,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.216,443,53754.821907
0,192.168.135.237,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.41.79,443,53742.618664
0,192.168.135.249,1033,"769,10,",5cd6efb8d804faf03e1462073b729151,82.145.216.20,443,53711.194894
0,192.168.136.141,1033,"769,10,",5cd6efb8d804faf03e1462073b729151,123.53.182.174,443,53719.74297
1,192.168.136.141,1036,"769,5,",9aeeb84942a46257594025306635f0ff,1.198.4.98,443,53743.783269
0,192.168.136.168,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.207,443,53754.978288
0,192.168.136.193,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.111,443,53748.127255
0,192.168.136.202,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,37.228.108.133,443,53711.860135
0,192.168.137.139,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.119,443,53730.768975
0,192.168.137.232,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,192.147.130.63,443,53719.138781
5,192.168.137.232,1042,"768,5,",09dc4beaf549afb0edb5ed50da347005,106.120.159.126,443,53737.619285
0,192.168.137.55,1033,"769,10,",5cd6efb8d804faf03e1462073b729151,107.20.104.77,443,53704.036063
0,192.168.138.118,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,37.228.108.132,443,53720.290893
0,192.168.138.151,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.207,443,53728.961225
0,192.168.138.163,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.63,443,53754.980119
0,192.168.138.165,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.47,443,53741.505988
0,192.168.138.180,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.50.88,443,53752.620234
0,192.168.138.187,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,101.198.192.7,443,53733.829273
0,192.168.138.219,1039,"769,10,",5cd6efb8d804faf03e1462073b729151,104.16.132.229,443,53747.896982
0,192.168.138.53,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,61.129.7.18,443,53743.637976
0,192.168.138.73,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.207,443,53727.949314
0,192.168.139.216,1032,"769,10,",5cd6efb8d804faf03e1462073b729151,14.18.180.35,443,53711.655636
0,192.168.139.86,1032,"769,10,",5cd6efb8d804faf03e1462073b729151,113.96.208.232,443,53703.05923
0,192.168.14.144,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.50.175,443,53742.103356
0,192.168.14.169,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.63,443,53740.355978
0,192.168.14.177,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.207,443,53727.434506
0,192.168.14.181,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.50.175,443,53741.852326
0,192.168.14.208,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.47,443,53765.816002
0,192.168.14.239,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,82.163.48.80,443,53733.96223
0,192.168.14.254,1032,"769,10,",5cd6efb8d804faf03e1462073b729151,14.18.180.35,443,53707.282715
0,192.168.14.32,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.215,443,53747.779147
0,192.168.14.56,1032,"769,10,",5cd6efb8d804faf03e1462073b729151,107.20.104.77,443,53712.809986
0,192.168.14.81,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.216,443,53747.110302
0,192.168.140.2,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.207,443,53749.124777
0,192.168.141.107,1040,"769,10,",5cd6efb8d804faf03e1462073b729151,222.243.149.130,443,53744.157014
0,192.168.141.158,1032,"771,49200,0-65281-11",a9e3ed16ee3208291487c8d2aa2ad924,64.15.159.234,443,53710.87846
0,192.168.141.206,1033,"769,10,",5cd6efb8d804faf03e1462073b729151,217.182.52.83,443,53722.120788
0,192.168.141.225,1033,"769,10,",5cd6efb8d804faf03e1462073b729151,123.53.182.174,443,53724.691963
1,192.168.141.225,1036,"769,5,",9aeeb84942a46257594025306635f0ff,123.161.59.59,443,53748.873969
0,192.168.141.38,1033,"769,10,",5cd6efb8d804faf03e1462073b729151,184.170.130.57,443,53735.836169
0,192.168.141.70,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.47,443,53746.15798
0,192.168.142.143,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,82.145.216.20,443,53715.731981
0,192.168.142.159,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.111,443,53738.866656
0,192.168.142.247,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,59.49.91.208,443,53715.159961
0,192.168.142.40,49179,"771,49171,0-65281-11",068ba25a9d7f09ca60365fb85c55e277,117.34.14.193,443,1593108247.849424
0,192.168.142.43,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.111,443,53728.801239
0,192.168.142.92,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.50.175,443,53728.916457
0,192.168.143.144,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.47,443,53728.308792
0,192.168.143.199,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.207,443,53747.647976
0,192.168.143.91,1032,"771,49200,0-65281-11",a9e3ed16ee3208291487c8d2aa2ad924,64.15.159.234,443,53713.192774
0,192.168.144.103,1039,"769,10,",5cd6efb8d804faf03e1462073b729151,184.27.17.10,443,53713.743973
0,192.168.144.109,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.47,443,53755.143978
0,192.168.144.203,1037,"769,10,",5cd6efb8d804faf03e1462073b729151,1.199.93.176,443,53714.13196
0,192.168.144.35,1032,"769,10,",5cd6efb8d804faf03e1462073b729151,23.196.202.15,443,53712.621975
0,192.168.145.124,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,23.199.72.174,443,53710.190613
0,192.168.145.161,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.215,443,53745.072995
0,192.168.145.179,1032,"769,10,",5cd6efb8d804faf03e1462073b729151,222.245.77.74,443,53703.164873
0,192.168.145.193,1033,"769,10,",5cd6efb8d804faf03e1462073b729151,46.101.0.229,443,53726.48697
0,192.168.145.56,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,37.228.108.133,443,53716.55798
0,192.168.145.86,49451,"771,49199,65281-0-11-35-5",cb101004a95f86e96902c2919db762c7,23.206.231.132,443,1593134896.741234
0,192.168.146.143,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.47,443,53733.70724
0,192.168.146.186,1033,"769,10,",5cd6efb8d804faf03e1462073b729151,23.206.253.91,443,53715.497974
1,192.168.146.186,1034,"771,47,65281",573a9f3f80037fb40d481e2054def5bb,184.87.79.90,443,53749.790283
0,192.168.146.62,1032,"769,10,",5cd6efb8d804faf03e1462073b729151,13.91.57.145,443,53713.663982
0,192.168.146.85,1032,"771,49200,65281-0-11-35",d227a8dd2bb7d7ee4f648c1af087578a,67.215.1.235,443,53744.042253
0,192.168.146.98,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.239,443,53762.570978
0,192.168.147.113,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,14.0.44.198,443,53747.575973
0,192.168.147.142,1033,"769,10,",5cd6efb8d804faf03e1462073b729151,37.228.108.132,443,53713.822235
0,192.168.147.175,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.223,443,53734.252973
0,192.168.147.186,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.239,443,53752.767976
0,192.168.147.209,49162,"771,49200,65281-11-35-15",f6e234011390444c303f74d09d87322d,67.208.88.211,443,1591925156.657183
0,192.168.147.220,1032,"771,49199,65281-0-11",a704460bd0a887c62e4f462bf1bba96b,198.27.83.110,443,53730.774911
0,192.168.147.232,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.207,443,53729.478795
0,192.168.147.48,49177,"771,49191,65281-0-11",1e610e093ac502d2c7f4c2ca3ff77520,184.31.189.180,443,1592930157.58783
1,192.168.147.48,49178,"771,49171,65281-0-11",267f737e60da384e6d28fc00d9e08a3e,128.116.112.44,443,1592930166.472596
0,192.168.148.100,1033,"769,10,",5cd6efb8d804faf03e1462073b729151,52.7.124.208,443,53731.233312
0,192.168.148.152,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.47,443,53737.424977
0,192.168.148.199,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,14.0.44.199,443,53728.069228
2,192.168.148.199,1040,"769,4,",53611273a714cb4789c8222932efd5a7,78.108.120.31,443,53749.639223
0,192.168.148.23,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.232,443,53710.882849
0,192.168.148.32,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.216,443,53751.418984
0,192.168.148.43,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.50.79,443,53750.194236
0,192.168.149.142,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.47,443,53744.482914
0,192.168.149.146,1032,"769,10,",5cd6efb8d804faf03e1462073b729151,107.20.104.77,443,53707.739307
0,192.168.149.161,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.50.183,443,53737.583834
0,192.168.149.188,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.41.87,443,53727.898715
0,192.168.149.41,1034,"769,5,",9aeeb84942a46257594025306635f0ff,198.84.119.122,443,53733.540381
13,192.168.149.41,1049,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.41.97,443,53760.16324
0,192.168.149.73,1033,"769,5,",9aeeb84942a46257594025306635f0ff,185.130.105.34,443,53712.113403
0,192.168.15.107,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.239,443,53754.906506
0,192.168.15.114,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.111,443,53747.645243
0,192.168.15.177,1033,"769,10,",5cd6efb8d804faf03e1462073b729151,37.228.108.133,443,53719.373237
0,192.168.15.243,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,37.228.108.132,443,53717.271085
0,192.168.15.246,1033,"769,10,",5cd6efb8d804faf03e1462073b729151,99.84.224.101,443,53726.388712
0,192.168.15.84,1032,"771,49200,0-65281-11",a9e3ed16ee3208291487c8d2aa2ad924,64.15.159.234,443,53718.158173
0,192.168.15.96,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,150.138.232.180,443,53713.52123
0,192.168.150.226,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.56,443,53756.831973
0,192.168.151.152,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.47,443,53725.535385
0,192.168.151.244,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.47,443,53767.692235
0,192.168.151.50,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,82.145.216.20,443,53718.592624
0,192.168.151.54,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.207,443,53744.675981
0,192.168.151.57,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.50.111,443,53743.732976
0,192.168.152.101,1032,"771,49199,65281-11-16",1089ea6f0461a29006cc96dfe7a11d80,121.199.255.231,443,53732.883783
0,192.168.152.145,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.41.79,443,53729.330231
0,192.168.152.176,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.87,443,53742.486751
0,192.168.152.18,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.47,443,53767.041242
0,192.168.152.183,1033,"769,10,",5cd6efb8d804faf03e1462073b729151,104.118.221.183,443,53726.455
0,192.168.152.193,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.111,443,53749.775981
0,192.168.152.197,1033,"769,10,",5cd6efb8d804faf03e1462073b729151,192.147.130.63,443,53718.190366
0,192.168.152.201,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.47,443,53753.278607
0,192.168.153.139,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.223,443,53734.44225
0,192.168.153.144,1033,"769,10,",5cd6efb8d804faf03e1462073b729151,123.53.182.174,443,53725.317976
1,192.168.153.144,1036,"769,5,",9aeeb84942a46257594025306635f0ff,1.199.93.203,443,53748.617229
0,192.168.153.238,1032,"769,10,",5cd6efb8d804faf03e1462073b729151,178.255.85.135,443,53732.898765
0,192.168.153.59,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.50.111,443,53753.12698
0,192.168.153.88,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.55,443,53732.403977
0,192.168.154.115,1033,"769,10,",5cd6efb8d804faf03e1462073b729151,107.20.104.77,443,53707.294117
0,192.168.154.137,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.50.88,443,53743.675988
0,192.168.154.184,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.47,443,53743.844974
0,192.168.154.248,49162,"771,49195,11",71409f2a2e40c737e291da9efb2b8c09,203.208.40.102,443,1591907265.377999
0,192.168.154.8,1033,"769,5,",9aeeb84942a46257594025306635f0ff,5.45.205.245,443,53712.516996
0,192.168.155.23,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.47,443,53727.369951
0,192.168.155.233,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.216,443,53756.710972
0,192.168.155.57,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.47,443,53772.865974
0,192.168.155.67,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.47,443,53751.289974
0,192.168.156.139,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.216,443,53743.125981
0,192.168.156.149,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.50.79,443,53755.699979
0,192.168.156.198,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.239,443,53764.362504
0,192.168.156.249,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.207,443,53756.353257
0,192.168.157.216,1033,"769,10,",5cd6efb8d804faf03e1462073b729151,82.145.216.19,443,53713.118982
0,192.168.157.85,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.47,443,53728.481514
0,192.168.158.140,1032,"769,10,",5cd6efb8d804faf03e1462073b729151,52.7.124.208,443,53708.499374
0,192.168.158.154,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.50.111,443,53750.767505
0,192.168.158.25,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.216,443,53753.080979
0,192.168.158.58,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,37.228.108.132,443,53717.447982
0,192.168.159.155,1035,"771,49200,65281-11-15",873bc234a06e363e550fcfe0dd382a6c,95.172.70.210,443,53773.461985
0,192.168.159.71,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.55,443,53728.174973
0,192.168.159.80,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.55,443,53729.563049
0,192.168.159.96,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.56,443,53737.277368
0,192.168.16.128,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.223,443,53736.917888
0,192.168.16.178,1033,"769,5,",9aeeb84942a46257594025306635f0ff,66.39.105.214,443,53818.04597
0,192.168.16.201,1034,"769,5,",9aeeb84942a46257594025306635f0ff,36.110.147.36,443,53718.751239
0,192.168.16.236,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.216,443,53729.200454
0,192.168.16.252,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,50.56.19.112,443,53739.649224
0,192.168.16.28,1040,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.97,443,53762.878966
0,192.168.16.77,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.50.95,443,53748.554269
0,192.168.160.159,49177,"769,49171,0-65281-11",654097951f6c4ac92edde146d2427f05,104.199.124.5,443,1592486370.103844
0,192.168.160.188,1039,"769,10,",5cd6efb8d804faf03e1462073b729151,184.27.17.10,443,53715.697462
0,192.168.160.204,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.56,443,53731.020975
0,192.168.160.25,1032,"769,10,",5cd6efb8d804faf03e1462073b729151,23.12.205.13,443,53717.876726
0,192.168.160.36,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.50.47,443,53726.678854
0,192.168.161.229,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,37.228.108.133,443,53717.944979
0,192.168.161.28,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.207,443,53736.138525
0,192.168.161.68,1043,"769,10,",5cd6efb8d804faf03e1462073b729151,36.99.174.35,443,53746.320968
0,192.168.162.133,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,37.228.108.132,443,53715.173982
0,192.168.162.152,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.207,443,53728.232965
0,192.168.162.158,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,37.228.108.132,443,53715.397495
0,192.168.162.186,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.215,443,53749.196973
0,192.168.162.3,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.111,443,53747.158967
0,192.168.162.9,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.50.88,443,53748.373975
0,192.168.163.199,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.50.87,443,53756.313987
0,192.168.163.201,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.50.111,443,53743.332978
0,192.168.163.208,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.207,443,53730.980108
0,192.168.163.248,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.223,443,53756.470233
0,192.168.163.60,1037,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.50.62,443,53725.298228
0,192.168.163.74,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,23.194.100.10,443,53719.750569
0,192.168.163.88,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.41.111,443,53751.871973
0,192.168.164.0,1034,"771,49200,65281-11-15",873bc234a06e363e550fcfe0dd382a6c,95.172.70.142,443,53745.068964
0,192.168.164.242,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,37.228.108.132,443,53709.330187
0,192.168.164.58,1033,"769,10,",5cd6efb8d804faf03e1462073b729151,37.228.108.133,443,53721.440975
0,192.168.165.138,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.215,443,53750.977975
0,192.168.165.172,49178,"771,49172,0-65281-11",fb38aec9b9f7318383270c307f8f7773,85.13.140.217,443,1593122082.361013
0,192.168.165.33,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.41.111,443,53753.262981
0,192.168.165.43,1032,"771,52392,65281-0-11-35-23",58f1f5e69fc235faac925aa375f37014,221.122.53.99,443,53790.116964
0,192.168.165.75,1033,"769,10,",5cd6efb8d804faf03e1462073b729151,115.220.8.189,443,53710.352231
1,192.168.165.75,1036,"769,5,",9aeeb84942a46257594025306635f0ff,1.199.93.203,443,53732.763227
0,192.168.166.148,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.239,443,53756.683982
0,192.168.166.230,1033,"769,10,",5cd6efb8d804faf03e1462073b729151,221.121.152.91,443,53707.068376
2,192.168.166.230,1049,"769,53,",ab1e32eeaf70ee94c0af00f08d126891,221.121.152.91,443,53715.887248
0,192.168.166.231,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.215,443,53735.334964
0,192.168.166.249,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.50.111,443,53757.363804
0,192.168.166.61,1033,"769,10,",5cd6efb8d804faf03e1462073b729151,107.20.104.77,443,53703.715227
0,192.168.167.137,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,207.148.28.223,443,53738.708968
0,192.168.167.255,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.207,443,53748.837684
0,192.168.167.59,49161,"771,49191,0-11",f101e354e9e5d16e701cb927e0417ea1,8.43.85.97,443,1592191601.138877
0,192.168.167.65,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.216,443,53736.042972
0,192.168.168.135,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.50.111,443,53743.578134
0,192.168.168.43,1033,"769,10,",5cd6efb8d804faf03e1462073b729151,37.228.108.133,443,53716.577969
0,192.168.169.201,1033,"769,10,",5cd6efb8d804faf03e1462073b729151,37.228.108.132,443,53718.01198
0,192.168.169.22,1045,"768,5,",09dc4beaf549afb0edb5ed50da347005,106.120.159.126,443,53727.511028
0,192.168.169.24,1044,"768,5,",09dc4beaf549afb0edb5ed50da347005,106.120.159.126,443,53723.488974
0,192.168.169.56,1033,"771,49200,65281-11-35-15",f6e234011390444c303f74d09d87322d,67.208.88.211,443,53756.786368
0,192.168.17.10,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.50.79,443,53730.335288
0,192.168.17.100,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,184.87.89.232,443,53723.825974
0,192.168.17.112,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,14.0.44.198,443,53711.564966
2,192.168.17.112,1044,"769,4,",53611273a714cb4789c8222932efd5a7,78.108.120.31,443,53808.405963
0,192.168.17.124,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,99.84.238.24,443,53735.605234
0,192.168.17.59,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.55,443,53730.183127
0,192.168.170.144,49178,"769,49171,65281-11",184d532a16876b78846ae6a03f654890,35.244.161.98,443,1593200017.946439
0,192.168.170.199,49162,"771,49199,65281-0-11",a704460bd0a887c62e4f462bf1bba96b,198.27.83.110,443,1591759335.459694
0,192.168.170.210,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.63,443,53753.276996
0,192.168.170.215,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.47,443,53727.616572
0,192.168.170.247,1033,"769,10,",5cd6efb8d804faf03e1462073b729151,37.228.108.133,443,53718.34897
0,192.168.170.36,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.50.87,443,53735.30297
0,192.168.170.58,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.41.79,443,53749.964242
0,192.168.171.115,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.223,443,53737.442239
0,192.168.171.145,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,37.228.108.132,443,53711.122956
0,192.168.171.165,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.47,443,53752.025505
0,192.168.171.194,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.50.87,443,53751.247235
0,192.168.171.207,49178,"771,49191,65281-0-11",1e610e093ac502d2c7f4c2ca3ff77520,213.180.204.82,443,1593043427.9906
0,192.168.171.74,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.41.111,443,53731.181685
0,192.168.172.104,1033,"769,10,",5cd6efb8d804faf03e1462073b729151,123.53.182.174,443,53727.214973
1,192.168.172.104,1036,"769,5,",9aeeb84942a46257594025306635f0ff,1.199.93.65,443,53751.481968
0,192.168.172.212,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.55,443,53745.18585
0,192.168.172.218,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,37.228.108.132,443,53816.661657
0,192.168.172.48,1032,"769,10,",5cd6efb8d804faf03e1462073b729151,107.20.104.77,443,53713.765662
0,192.168.172.55,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.50.95,443,53749.300967
0,192.168.172.77,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,82.145.216.20,443,53716.182622
0,192.168.173.164,1036,"769,4,",53611273a714cb4789c8222932efd5a7,192.99.62.48,443,53718.243976
0,192.168.173.197,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,37.228.108.133,443,53707.257974
0,192.168.173.58,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,37.58.57.230,443,53747.474392
0,192.168.173.75,1032,"769,10,",5cd6efb8d804faf03e1462073b729151,47.93.165.92,443,53726.604255
0,192.168.173.83,1033,"769,10,",5cd6efb8d804faf03e1462073b729151,123.53.182.174,443,53716.538226
1,192.168.173.83,1036,"769,5,",9aeeb84942a46257594025306635f0ff,123.161.58.61,443,53740.016961
0,192.168.174.53,1039,"769,10,",5cd6efb8d804faf03e1462073b729151,172.232.4.179,443,53720.978971
0,192.168.174.55,1037,"769,10,",5cd6efb8d804faf03e1462073b729151,184.27.17.10,443,53716.844419
0,192.168.175.137,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.50.111,443,53750.915899
0,192.168.175.144,1032,"769,10,",5cd6efb8d804faf03e1462073b729151,52.7.124.208,443,53703.733245
0,192.168.175.191,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.41.127,443,53749.210292
0,192.168.175.231,1034,"769,4,",53611273a714cb4789c8222932efd5a7,94.100.180.110,443,53710.011965
0,192.168.175.80,1032,"769,10,",5cd6efb8d804faf03e1462073b729151,36.99.174.35,443,53718.373976
0,192.168.176.107,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.41.79,443,53728.225437
0,192.168.176.136,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,37.228.108.133,443,53713.862491
0,192.168.176.225,49161,"771,49191,0-11",f101e354e9e5d16e701cb927e0417ea1,2.20.93.5,443,1591825549.363008
0,192.168.177.222,49196,"771,49172,65281-0-11",b9042fde45bf48ec3b06e09efdd4b7b0,47.106.47.71,443,1593020989.640491
0,192.168.177.250,1034,"769,10,",5cd6efb8d804faf03e1462073b729151,37.228.108.132,443,53790.260386
0,192.168.177.89,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.97,443,53743.475963
0,192.168.178.226,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.47,443,53750.36998
0,192.168.178.71,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.215,443,53730.467191
0,192.168.178.81,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.207,443,53755.315976
0,192.168.179.120,1035,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.47,443,53729.977584
0,192.168.179.157,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.39.215,443,53742.8727
0,192.168.179.180,1036,"769,10,",5cd6efb8d804faf03e1462073b729151,203.208.40.63,443,53752.78923
