timestamp,source_ip,source_port,destination_ip,destination_port,ja3_digest,ja3s_digest
53784.124230,64.74.17.188,443,192.168.125.36,1094,,873bc234a06e363e550fcfe0dd382a6c
53787.326925,192.168.125.36,1096,64.74.17.190,443,b4010bb835ee1b035da12e3f933c9312,
53787.514967,64.74.17.190,443,192.168.125.36,1096,,873bc234a06e363e550fcfe0dd382a6c
53789.462399,192.168.125.36,1099,64.74.17.130,443,b4010bb835ee1b035da12e3f933c9312,
53789.654224,64.74.17.130,443,192.168.125.36,1099,,873bc234a06e363e550fcfe0dd382a6c
53791.753598,192.168.125.36,1102,64.74.17.132,443,b4010bb835ee1b035da12e3f933c9312,
53792.000966,64.74.17.132,443,192.168.125.36,1102,,873bc234a06e363e550fcfe0dd382a6c
53798.309566,192.168.125.36,1105,64.74.17.184,443,b4010bb835ee1b035da12e3f933c9312,
53798.502968,64.74.17.184,443,192.168.125.36,1105,,873bc234a06e363e550fcfe0dd382a6c
53805.544706,192.168.125.36,1108,64.74.17.130,443,b4010bb835ee1b035da12e3f933c9312,
53805.829968,64.74.17.130,443,192.168.125.36,1108,,873bc234a06e363e550fcfe0dd382a6c
53822.431154,192.168.125.36,1111,64.74.17.188,443,b4010bb835ee1b035da12e3f933c9312,
53822.636967,64.74.17.188,443,192.168.125.36,1111,,873bc234a06e363e550fcfe0dd382a6c
53865.608860,192.168.125.36,1113,64.74.18.208,443,b4010bb835ee1b035da12e3f933c9312,
53865.803224,64.74.18.208,443,192.168.125.36,1113,,8529fd8de0d7f73186ef5ea8b4531a76
1593054776.396960,192.168.125.64,49446,13.74.179.117,443,205200cdaac61b110838556b834070d1,
1593054776.623743,13.74.179.117,443,192.168.125.64,49446,,dd638b91d791c45c599b83addf922232
1593054801.363199,192.168.125.64,49450,40.90.23.208,443,205200cdaac61b110838556b834070d1,
1593054801.617442,40.90.23.208,443,192.168.125.64,49450,,986571066668055ae9481cb84fda634a
1593054824.453090,192.168.125.64,49452,40.90.23.208,443,205200cdaac61b110838556b834070d1,
53728.984094,192.168.126.121,1036,203.208.39.223,443,de350869b8c85de67a350c8d186f11e6,
53728.993806,192.168.126.121,1035,203.208.39.223,443,de350869b8c85de67a350c8d186f11e6,
53729.034964,203.208.39.223,443,192.168.126.121,1036,,5cd6efb8d804faf03e1462073b729151
53729.047962,203.208.39.223,443,192.168.126.121,1035,,5cd6efb8d804faf03e1462073b729151
53738.300809,192.168.126.121,1043,203.208.39.223,443,de350869b8c85de67a350c8d186f11e6,
53738.360268,203.208.39.223,443,192.168.126.121,1043,,5cd6efb8d804faf03e1462073b729151
53738.466402,192.168.126.121,1045,203.208.39.223,443,de350869b8c85de67a350c8d186f11e6,
53738.512958,203.208.39.223,443,192.168.126.121,1045,,5cd6efb8d804faf03e1462073b729151
53743.748700,192.168.126.121,1048,203.208.39.223,443,de350869b8c85de67a350c8d186f11e6,
53743.802227,203.208.39.223,443,192.168.126.121,1048,,5cd6efb8d804faf03e1462073b729151
53744.029996,192.168.126.121,1049,203.208.39.223,443,de350869b8c85de67a350c8d186f11e6,
53744.086955,203.208.39.223,443,192.168.126.121,1049,,5cd6efb8d804faf03e1462073b729151
53746.948831,192.168.126.121,1053,203.208.39.223,443,de350869b8c85de67a350c8d186f11e6,
53747.010964,203.208.39.223,443,192.168.126.121,1053,,5cd6efb8d804faf03e1462073b729151
53747.572512,192.168.126.121,1054,203.208.39.223,443,de350869b8c85de67a350c8d186f11e6,
53747.625970,203.208.39.223,443,192.168.126.121,1054,,5cd6efb8d804faf03e1462073b729151
53757.209987,192.168.126.121,1060,203.208.39.207,443,de350869b8c85de67a350c8d186f11e6,
53757.272046,203.208.39.207,443,192.168.126.121,1060,,5cd6efb8d804faf03e1462073b729151
53711.385352,192.168.126.123,1033,123.53.182.173,443,de350869b8c85de67a350c8d186f11e6,
53711.389969,123.53.182.173,443,192.168.126.123,1033,,5cd6efb8d804faf03e1462073b729151
53733.693587,192.168.126.123,1036,183.131.56.181,443,de350869b8c85de67a350c8d186f11e6,
53733.729091,183.131.56.181,443,192.168.126.123,1036,,9aeeb84942a46257594025306635f0ff
53737.225482,192.168.126.123,1040,183.131.56.181,443,de350869b8c85de67a350c8d186f11e6,
53737.252715,183.131.56.181,443,192.168.126.123,1040,,9aeeb84942a46257594025306635f0ff
53741.310543,192.168.126.123,1047,183.131.56.181,443,de350869b8c85de67a350c8d186f11e6,
53741.334139,192.168.126.123,1048,123.53.182.173,443,de350869b8c85de67a350c8d186f11e6,
53741.337966,183.131.56.181,443,192.168.126.123,1047,,9aeeb84942a46257594025306635f0ff
53741.340955,123.53.182.173,443,192.168.126.123,1048,,5cd6efb8d804faf03e1462073b729151
53741.432098,192.168.126.123,1049,123.53.182.174,443,de350869b8c85de67a350c8d186f11e6,
53741.440226,123.53.182.174,443,192.168.126.123,1049,,5cd6efb8d804faf03e1462073b729151
53745.433749,192.168.126.123,1053,104.84.227.229,443,de350869b8c85de67a350c8d186f11e6,
53745.602659,104.84.227.229,443,192.168.126.123,1053,,5cd6efb8d804faf03e1462073b729151
53733.121242,14.17.127.145,443,192.168.126.124,1045,,5cd6efb8d804faf03e1462073b729151
53757.446976,104.248.7.162,443,192.168.126.13,1042,,9aeeb84942a46257594025306635f0ff
53766.445357,192.168.126.13,1046,104.248.7.162,443,de350869b8c85de67a350c8d186f11e6,
53767.112539,104.248.7.162,443,192.168.126.13,1046,,9aeeb84942a46257594025306635f0ff
53787.579345,192.168.126.13,1055,104.248.7.162,443,de350869b8c85de67a350c8d186f11e6,
53787.812750,104.248.7.162,443,192.168.126.13,1055,,9aeeb84942a46257594025306635f0ff
53748.252419,192.168.126.160,1035,203.208.41.111,443,de350869b8c85de67a350c8d186f11e6,
53748.263864,192.168.126.160,1036,203.208.41.111,443,de350869b8c85de67a350c8d186f11e6,
53748.329026,203.208.41.111,443,192.168.126.160,1035,,5cd6efb8d804faf03e1462073b729151
53748.338976,203.208.41.111,443,192.168.126.160,1036,,5cd6efb8d804faf03e1462073b729151
53761.568582,192.168.126.160,1039,203.208.41.111,443,de350869b8c85de67a350c8d186f11e6,
53761.644976,203.208.41.111,443,192.168.126.160,1039,,5cd6efb8d804faf03e1462073b729151
53762.240697,192.168.126.160,1040,203.208.41.111,443,de350869b8c85de67a350c8d186f11e6,
53762.373911,203.208.41.111,443,192.168.126.160,1040,,5cd6efb8d804faf03e1462073b729151
53767.474592,192.168.126.160,1041,203.208.41.111,443,de350869b8c85de67a350c8d186f11e6,
53767.553298,203.208.41.111,443,192.168.126.160,1041,,5cd6efb8d804faf03e1462073b729151
53768.567306,192.168.126.160,1042,203.208.41.111,443,de350869b8c85de67a350c8d186f11e6,
53768.648981,203.208.41.111,443,192.168.126.160,1042,,5cd6efb8d804faf03e1462073b729151
53770.616744,192.168.126.160,1043,203.208.41.111,443,de350869b8c85de67a350c8d186f11e6,
53770.692228,203.208.41.111,443,192.168.126.160,1043,,5cd6efb8d804faf03e1462073b729151
53771.496851,192.168.126.160,1044,203.208.41.111,443,de350869b8c85de67a350c8d186f11e6,
53771.581222,203.208.41.111,443,192.168.126.160,1044,,5cd6efb8d804faf03e1462073b729151
53710.073300,37.228.108.133,443,192.168.126.186,1034,,5cd6efb8d804faf03e1462073b729151
53713.661130,107.167.110.217,443,192.168.126.186,1035,,5cd6efb8d804faf03e1462073b729151
53715.058248,184.27.37.233,443,192.168.126.186,1036,,5cd6efb8d804faf03e1462073b729151
53721.716108,107.20.104.77,443,192.168.126.189,1033,,5cd6efb8d804faf03e1462073b729151
53735.290266,192.168.126.189,1038,107.20.104.77,443,de350869b8c85de67a350c8d186f11e6,
53735.549208,107.20.104.77,443,192.168.126.189,1038,,5cd6efb8d804faf03e1462073b729151
53738.351859,192.168.126.189,1040,107.20.104.77,443,de350869b8c85de67a350c8d186f11e6,
53738.614223,107.20.104.77,443,192.168.126.189,1040,,5cd6efb8d804faf03e1462073b729151
53741.600277,192.168.126.189,1044,107.20.104.77,443,de350869b8c85de67a350c8d186f11e6,
53741.858880,107.20.104.77,443,192.168.126.189,1044,,5cd6efb8d804faf03e1462073b729151
53745.490012,192.168.126.189,1046,107.20.104.77,443,de350869b8c85de67a350c8d186f11e6,
53745.735135,107.20.104.77,443,192.168.126.189,1046,,5cd6efb8d804faf03e1462073b729151
53706.795792,192.168.126.190,1033,213.180.204.148,443,de350869b8c85de67a350c8d186f11e6,
53707.409264,213.180.204.148,443,192.168.126.190,1033,,5cd6efb8d804faf03e1462073b729151
53718.821973,220.181.38.150,443,192.168.127.114,1033,,9aeeb84942a46257594025306635f0ff
53730.735115,192.168.127.114,1060,220.181.38.150,443,de350869b8c85de67a350c8d186f11e6,
53730.749994,220.181.38.150,443,192.168.127.114,1060,,9aeeb84942a46257594025306635f0ff
53730.991231,192.168.127.114,1059,220.181.38.150,443,de350869b8c85de67a350c8d186f11e6,
53731.006234,220.181.38.150,443,192.168.127.114,1059,,9aeeb84942a46257594025306635f0ff
53729.176583,192.168.127.129,1036,203.208.40.55,443,de350869b8c85de67a350c8d186f11e6,
53729.183840,192.168.127.129,1035,203.208.40.55,443,de350869b8c85de67a350c8d186f11e6,
53729.253966,203.208.40.55,443,192.168.127.129,1036,,5cd6efb8d804faf03e1462073b729151
53729.287959,203.208.40.55,443,192.168.127.129,1035,,5cd6efb8d804faf03e1462073b729151
53739.058441,192.168.127.129,1045,203.208.40.55,443,de350869b8c85de67a350c8d186f11e6,
53739.091075,192.168.127.129,1046,203.208.40.55,443,de350869b8c85de67a350c8d186f11e6,
53739.137567,203.208.40.55,443,192.168.127.129,1045,,5cd6efb8d804faf03e1462073b729151
53739.174963,203.208.40.55,443,192.168.127.129,1046,,5cd6efb8d804faf03e1462073b729151
53744.160720,192.168.127.129,1049,203.208.40.55,443,de350869b8c85de67a350c8d186f11e6,
53744.246908,203.208.40.55,443,192.168.127.129,1049,,5cd6efb8d804faf03e1462073b729151
53745.043315,192.168.127.129,1051,203.208.40.55,443,de350869b8c85de67a350c8d186f11e6,
53745.146961,203.208.40.55,443,192.168.127.129,1051,,5cd6efb8d804faf03e1462073b729151
53746.475732,192.168.127.129,1054,203.208.40.55,443,de350869b8c85de67a350c8d186f11e6,
53746.580960,203.208.40.55,443,192.168.127.129,1054,,5cd6efb8d804faf03e1462073b729151
53747.290664,192.168.127.129,1055,203.208.40.55,443,de350869b8c85de67a350c8d186f11e6,
53747.373226,203.208.40.55,443,192.168.127.129,1055,,5cd6efb8d804faf03e1462073b729151
53731.794648,192.168.127.172,1036,203.208.50.79,443,de350869b8c85de67a350c8d186f11e6,
53731.806067,192.168.127.172,1035,203.208.50.79,443,de350869b8c85de67a350c8d186f11e6,
53731.860968,203.208.50.79,443,192.168.127.172,1036,,5cd6efb8d804faf03e1462073b729151
53731.868959,203.208.50.79,443,192.168.127.172,1035,,5cd6efb8d804faf03e1462073b729151
53741.183017,192.168.127.172,1039,203.208.50.79,443,de350869b8c85de67a350c8d186f11e6,
53741.246966,203.208.50.79,443,192.168.127.172,1039,,5cd6efb8d804faf03e1462073b729151
53741.790936,192.168.127.172,1040,203.208.50.79,443,de350869b8c85de67a350c8d186f11e6,
53741.858334,203.208.50.79,443,192.168.127.172,1040,,5cd6efb8d804faf03e1462073b729151
53746.995260,192.168.127.172,1041,203.208.50.79,443,de350869b8c85de67a350c8d186f11e6,
53747.061153,203.208.50.79,443,192.168.127.172,1041,,5cd6efb8d804faf03e1462073b729151
53747.809291,192.168.127.172,1042,203.208.50.79,443,de350869b8c85de67a350c8d186f11e6,
53747.870232,203.208.50.79,443,192.168.127.172,1042,,5cd6efb8d804faf03e1462073b729151
53750.775530,192.168.127.172,1043,203.208.50.79,443,de350869b8c85de67a350c8d186f11e6,
53750.790167,192.168.127.172,1044,203.208.50.79,443,de350869b8c85de67a350c8d186f11e6,
53750.837292,203.208.50.79,443,192.168.127.172,1043,,5cd6efb8d804faf03e1462073b729151
53750.848971,203.208.50.79,443,192.168.127.172,1044,,5cd6efb8d804faf03e1462073b729151
53764.018569,192.168.127.172,1049,203.208.50.79,443,de350869b8c85de67a350c8d186f11e6,
53764.071960,203.208.50.79,443,192.168.127.172,1049,,5cd6efb8d804faf03e1462073b729151
53768.333373,192.168.127.172,1051,203.208.50.79,443,de350869b8c85de67a350c8d186f11e6,
53768.395960,203.208.50.79,443,192.168.127.172,1051,,5cd6efb8d804faf03e1462073b729151
53771.695298,192.168.127.172,1053,203.208.50.79,443,de350869b8c85de67a350c8d186f11e6,
53771.764550,203.208.50.79,443,192.168.127.172,1053,,5cd6efb8d804faf03e1462073b729151
53773.023308,192.168.127.172,1055,203.208.50.79,443,de350869b8c85de67a350c8d186f11e6,
53773.090908,203.208.50.79,443,192.168.127.172,1055,,5cd6efb8d804faf03e1462073b729151
53757.061884,192.168.127.232,1036,203.208.40.120,443,de350869b8c85de67a350c8d186f11e6,
53757.088758,192.168.127.232,1035,203.208.40.120,443,de350869b8c85de67a350c8d186f11e6,
53757.146974,203.208.40.120,443,192.168.127.232,1036,,5cd6efb8d804faf03e1462073b729151
53757.173233,203.208.40.120,443,192.168.127.232,1035,,5cd6efb8d804faf03e1462073b729151
53719.840970,192.168.127.41,1033,123.53.182.173,443,de350869b8c85de67a350c8d186f11e6,
53719.844973,123.53.182.173,443,192.168.127.41,1033,,5cd6efb8d804faf03e1462073b729151
53743.792450,192.168.127.41,1036,1.199.93.65,443,de350869b8c85de67a350c8d186f11e6,
53743.793967,1.199.93.65,443,192.168.127.41,1036,,9aeeb84942a46257594025306635f0ff
53712.498160,23.45.54.10,443,192.168.127.49,1032,,5cd6efb8d804faf03e1462073b729151
1593141849.614297,192.168.127.61,49446,52.229.171.202,443,205200cdaac61b110838556b834070d1,
1593141849.678111,52.229.171.202,443,192.168.127.61,49446,,dd638b91d791c45c599b83addf922232
1593164653.650078,192.168.128.10,49446,13.68.93.109,443,205200cdaac61b110838556b834070d1,
1593164659.602896,13.68.93.109,443,192.168.128.10,49446,,dd638b91d791c45c599b83addf922232
53751.199156,192.168.128.107,1035,203.208.41.95,443,de350869b8c85de67a350c8d186f11e6,
53751.277981,203.208.41.95,443,192.168.128.107,1035,,5cd6efb8d804faf03e1462073b729151
53751.325722,192.168.128.107,1036,203.208.41.95,443,de350869b8c85de67a350c8d186f11e6,
53751.409974,203.208.41.95,443,192.168.128.107,1036,,5cd6efb8d804faf03e1462073b729151
53736.769177,192.168.128.125,1035,203.208.39.215,443,de350869b8c85de67a350c8d186f11e6,
53736.811547,192.168.128.125,1036,203.208.39.223,443,de350869b8c85de67a350c8d186f11e6,
53736.816968,203.208.39.215,443,192.168.128.125,1035,,5cd6efb8d804faf03e1462073b729151
53736.888773,203.208.39.223,443,192.168.128.125,1036,,5cd6efb8d804faf03e1462073b729151
53753.351493,192.168.128.125,1045,203.208.39.215,443,de350869b8c85de67a350c8d186f11e6,
53753.408223,203.208.39.215,443,192.168.128.125,1045,,5cd6efb8d804faf03e1462073b729151
53753.499925,192.168.128.125,1046,203.208.39.223,443,de350869b8c85de67a350c8d186f11e6,
53753.556960,203.208.39.223,443,192.168.128.125,1046,,5cd6efb8d804faf03e1462073b729151
53758.574824,192.168.128.125,1052,203.208.39.223,443,de350869b8c85de67a350c8d186f11e6,
53758.627971,203.208.39.223,443,192.168.128.125,1052,,5cd6efb8d804faf03e1462073b729151
53759.455156,192.168.128.125,1053,203.208.39.215,443,de350869b8c85de67a350c8d186f11e6,
53759.512961,203.208.39.215,443,192.168.128.125,1053,,5cd6efb8d804faf03e1462073b729151
53762.450088,192.168.128.125,1057,203.208.39.223,443,de350869b8c85de67a350c8d186f11e6,
53762.494570,192.168.128.125,1058,203.208.39.215,443,de350869b8c85de67a350c8d186f11e6,
53762.497211,203.208.39.223,443,192.168.128.125,1057,,5cd6efb8d804faf03e1462073b729151
53762.556223,203.208.39.215,443,192.168.128.125,1058,,5cd6efb8d804faf03e1462073b729151
53774.999796,192.168.128.125,1067,203.208.39.215,443,de350869b8c85de67a350c8d186f11e6,
53775.049787,203.208.39.215,443,192.168.128.125,1067,,5cd6efb8d804faf03e1462073b729151
53779.158325,192.168.128.125,1070,203.208.39.215,443,de350869b8c85de67a350c8d186f11e6,
53779.209406,203.208.39.215,443,192.168.128.125,1070,,5cd6efb8d804faf03e1462073b729151
53782.595495,192.168.128.125,1071,203.208.39.215,443,de350869b8c85de67a350c8d186f11e6,
53782.652119,203.208.39.215,443,192.168.128.125,1071,,5cd6efb8d804faf03e1462073b729151
53783.890506,192.168.128.125,1073,203.208.39.215,443,de350869b8c85de67a350c8d186f11e6,
53783.940222,203.208.39.215,443,192.168.128.125,1073,,5cd6efb8d804faf03e1462073b729151
53749.259166,192.168.128.14,1035,203.208.40.47,443,de350869b8c85de67a350c8d186f11e6,
53749.266738,192.168.128.14,1036,203.208.40.47,443,de350869b8c85de67a350c8d186f11e6,
53749.336241,203.208.40.47,443,192.168.128.14,1035,,5cd6efb8d804faf03e1462073b729151
53749.373974,203.208.40.47,443,192.168.128.14,1036,,5cd6efb8d804faf03e1462073b729151
53729.578525,78.108.120.31,443,192.168.128.192,1034,,53611273a714cb4789c8222932efd5a7
53729.688412,78.108.120.31,443,192.168.128.192,1035,,53611273a714cb4789c8222932efd5a7
53749.425897,14.0.47.76,443,192.168.128.192,1036,,5cd6efb8d804faf03e1462073b729151
53753.170714,202.173.29.134,443,192.168.128.192,1037,,5cd6efb8d804faf03e1462073b729151
53730.310440,192.168.128.219,1035,203.208.40.63,443,de350869b8c85de67a350c8d186f11e6,
53730.323013,192.168.128.219,1036,203.208.40.63,443,de350869b8c85de67a350c8d186f11e6,
53730.415856,203.208.40.63,443,192.168.128.219,1035,,5cd6efb8d804faf03e1462073b729151
53730.424959,203.208.40.63,443,192.168.128.219,1036,,5cd6efb8d804faf03e1462073b729151
53740.717151,192.168.128.219,1044,203.208.40.63,443,de350869b8c85de67a350c8d186f11e6,
53740.802960,203.208.40.63,443,192.168.128.219,1044,,5cd6efb8d804faf03e1462073b729151
53740.818166,192.168.128.219,1045,203.208.40.63,443,de350869b8c85de67a350c8d186f11e6,
53740.922965,203.208.40.63,443,192.168.128.219,1045,,5cd6efb8d804faf03e1462073b729151
53745.744381,192.168.128.219,1048,203.208.40.63,443,de350869b8c85de67a350c8d186f11e6,
53745.830276,203.208.40.63,443,192.168.128.219,1048,,5cd6efb8d804faf03e1462073b729151
53746.796194,192.168.128.219,1050,203.208.40.63,443,de350869b8c85de67a350c8d186f11e6,
53746.881107,203.208.40.63,443,192.168.128.219,1050,,5cd6efb8d804faf03e1462073b729151
53748.527099,192.168.128.219,1053,203.208.40.63,443,de350869b8c85de67a350c8d186f11e6,
53748.611963,203.208.40.63,443,192.168.128.219,1053,,5cd6efb8d804faf03e1462073b729151
53748.772091,192.168.128.219,1054,203.208.40.63,443,de350869b8c85de67a350c8d186f11e6,
53748.871957,203.208.40.63,443,192.168.128.219,1054,,5cd6efb8d804faf03e1462073b729151
53744.794762,192.168.128.221,1036,203.208.39.215,443,de350869b8c85de67a350c8d186f11e6,
53744.816175,192.168.128.221,1035,203.208.39.215,443,de350869b8c85de67a350c8d186f11e6,
53744.845239,203.208.39.215,443,192.168.128.221,1036,,5cd6efb8d804faf03e1462073b729151
53744.870976,203.208.39.215,443,192.168.128.221,1035,,5cd6efb8d804faf03e1462073b729151
53711.899968,180.101.193.140,443,192.168.128.226,1034,,5cd6efb8d804faf03e1462073b729151
53719.924182,192.168.128.226,1038,180.101.193.140,443,de350869b8c85de67a350c8d186f11e6,
53719.943237,180.101.193.140,443,192.168.128.226,1038,,5cd6efb8d804faf03e1462073b729151
53724.134921,115.223.3.222,443,192.168.128.226,1042,,5cd6efb8d804faf03e1462073b729151
53724.171800,115.223.3.222,443,192.168.128.226,1041,,5cd6efb8d804faf03e1462073b729151
53729.170973,115.223.3.222,443,192.168.128.226,1043,,5cd6efb8d804faf03e1462073b729151
53736.030344,192.168.128.226,1044,180.101.193.140,443,de350869b8c85de67a350c8d186f11e6,
53736.049226,180.101.193.140,443,192.168.128.226,1044,,5cd6efb8d804faf03e1462073b729151
53736.996972,106.120.159.126,443,192.168.128.226,1047,,09dc4beaf549afb0edb5ed50da347005
53731.900570,192.168.129.12,1036,203.208.39.216,443,de350869b8c85de67a350c8d186f11e6,
53731.911836,192.168.129.12,1035,203.208.39.216,443,de350869b8c85de67a350c8d186f11e6,
53731.956739,203.208.39.216,443,192.168.129.12,1036,,5cd6efb8d804faf03e1462073b729151
53731.965962,203.208.39.216,443,192.168.129.12,1035,,5cd6efb8d804faf03e1462073b729151
53742.394891,192.168.129.12,1043,203.208.39.216,443,de350869b8c85de67a350c8d186f11e6,
53742.446978,203.208.39.216,443,192.168.129.12,1043,,5cd6efb8d804faf03e1462073b729151
53742.835385,192.168.129.12,1045,203.208.39.216,443,de350869b8c85de67a350c8d186f11e6,
53742.894960,203.208.39.216,443,192.168.129.12,1045,,5cd6efb8d804faf03e1462073b729151
53747.685843,192.168.129.12,1049,203.208.39.216,443,de350869b8c85de67a350c8d186f11e6,
53747.741237,203.208.39.216,443,192.168.129.12,1049,,5cd6efb8d804faf03e1462073b729151
53748.517844,192.168.129.12,1051,203.208.39.216,443,de350869b8c85de67a350c8d186f11e6,
53748.571223,203.208.39.216,443,192.168.129.12,1051,,5cd6efb8d804faf03e1462073b729151
53751.103519,192.168.129.12,1054,203.208.39.216,443,de350869b8c85de67a350c8d186f11e6,
53751.155964,203.208.39.216,443,192.168.129.12,1054,,5cd6efb8d804faf03e1462073b729151
53751.235189,192.168.129.12,1056,203.208.39.216,443,de350869b8c85de67a350c8d186f11e6,
53751.291963,203.208.39.216,443,192.168.129.12,1056,,5cd6efb8d804faf03e1462073b729151
53763.405263,192.168.129.12,1066,203.208.39.215,443,de350869b8c85de67a350c8d186f11e6,
53763.464077,203.208.39.215,443,192.168.129.12,1066,,5cd6efb8d804faf03e1462073b729151
53767.727678,192.168.129.12,1069,203.208.39.215,443,de350869b8c85de67a350c8d186f11e6,
53767.777692,203.208.39.215,443,192.168.129.12,1069,,5cd6efb8d804faf03e1462073b729151
53771.249058,192.168.129.12,1073,203.208.39.215,443,de350869b8c85de67a350c8d186f11e6,
53771.301758,203.208.39.215,443,192.168.129.12,1073,,5cd6efb8d804faf03e1462073b729151
53772.625308,192.168.129.12,1076,203.208.39.215,443,de350869b8c85de67a350c8d186f11e6,
53772.689075,203.208.39.215,443,192.168.129.12,1076,,5cd6efb8d804faf03e1462073b729151
53723.166786,192.168.129.120,1033,123.53.182.174,443,de350869b8c85de67a350c8d186f11e6,
53723.171909,123.53.182.174,443,192.168.129.120,1033,,5cd6efb8d804faf03e1462073b729151
53746.253975,192.168.129.120,1036,123.161.59.59,443,de350869b8c85de67a350c8d186f11e6,
53746.254959,123.161.59.59,443,192.168.129.120,1036,,9aeeb84942a46257594025306635f0ff
53729.169813,192.168.129.127,1035,203.208.39.239,443,de350869b8c85de67a350c8d186f11e6,
53729.179296,192.168.129.127,1036,203.208.39.239,443,de350869b8c85de67a350c8d186f11e6,
53729.228109,203.208.39.239,443,192.168.129.127,1035,,5cd6efb8d804faf03e1462073b729151
53729.230240,203.208.39.239,443,192.168.129.127,1036,,5cd6efb8d804faf03e1462073b729151
53737.982720,192.168.129.127,1039,203.208.39.239,443,de350869b8c85de67a350c8d186f11e6,
53738.024552,192.168.129.127,1040,203.208.39.239,443,de350869b8c85de67a350c8d186f11e6,
53738.038964,203.208.39.239,443,192.168.129.127,1039,,5cd6efb8d804faf03e1462073b729151
53738.078965,203.208.39.239,443,192.168.129.127,1040,,5cd6efb8d804faf03e1462073b729151
53743.084831,192.168.129.127,1041,203.208.39.239,443,de350869b8c85de67a350c8d186f11e6,
53743.134709,203.208.39.239,443,192.168.129.127,1041,,5cd6efb8d804faf03e1462073b729151
53744.104922,192.168.129.127,1042,203.208.39.239,443,de350869b8c85de67a350c8d186f11e6,
53744.157005,203.208.39.239,443,192.168.129.127,1042,,5cd6efb8d804faf03e1462073b729151
53745.496181,192.168.129.127,1043,203.208.39.239,443,de350869b8c85de67a350c8d186f11e6,
53745.549963,203.208.39.239,443,192.168.129.127,1043,,5cd6efb8d804faf03e1462073b729151
53746.310056,192.168.129.127,1044,203.208.39.239,443,de350869b8c85de67a350c8d186f11e6,
53746.369970,203.208.39.239,443,192.168.129.127,1044,,5cd6efb8d804faf03e1462073b729151
53732.052581,192.168.129.141,1036,203.208.50.175,443,de350869b8c85de67a350c8d186f11e6,
53732.069809,192.168.129.141,1035,203.208.50.175,443,de350869b8c85de67a350c8d186f11e6,
53732.116986,203.208.50.175,443,192.168.129.141,1036,,5cd6efb8d804faf03e1462073b729151
53732.123235,203.208.50.175,443,192.168.129.141,1035,,5cd6efb8d804faf03e1462073b729151
53743.263197,192.168.129.141,1045,203.208.50.175,443,de350869b8c85de67a350c8d186f11e6,
53743.276150,192.168.129.141,1046,203.208.50.175,443,de350869b8c85de67a350c8d186f11e6,
53743.313041,203.208.50.175,443,192.168.129.141,1045,,5cd6efb8d804faf03e1462073b729151
53743.334961,203.208.50.175,443,192.168.129.141,1046,,5cd6efb8d804faf03e1462073b729151
53748.842448,192.168.129.141,1049,203.208.50.175,443,de350869b8c85de67a350c8d186f11e6,
53748.895649,203.208.50.175,443,192.168.129.141,1049,,5cd6efb8d804faf03e1462073b729151
53749.661795,192.168.129.141,1051,203.208.50.175,443,de350869b8c85de67a350c8d186f11e6,
53749.721966,203.208.50.175,443,192.168.129.141,1051,,5cd6efb8d804faf03e1462073b729151
53752.184013,192.168.129.141,1054,203.208.50.175,443,de350869b8c85de67a350c8d186f11e6,
53752.241963,203.208.50.175,443,192.168.129.141,1054,,5cd6efb8d804faf03e1462073b729151
53754.621377,192.168.129.141,1060,203.208.50.175,443,de350869b8c85de67a350c8d186f11e6,
53754.671787,203.208.50.175,443,192.168.129.141,1060,,5cd6efb8d804faf03e1462073b729151
53762.918054,192.168.129.141,1065,203.208.50.175,443,de350869b8c85de67a350c8d186f11e6,
53762.974702,203.208.50.175,443,192.168.129.141,1065,,5cd6efb8d804faf03e1462073b729151
53766.656113,192.168.129.141,1067,203.208.50.175,443,de350869b8c85de67a350c8d186f11e6,
53766.710522,203.208.50.175,443,192.168.129.141,1067,,5cd6efb8d804faf03e1462073b729151
53770.054397,192.168.129.141,1069,203.208.50.175,443,de350869b8c85de67a350c8d186f11e6,
53770.101377,203.208.50.175,443,192.168.129.141,1069,,5cd6efb8d804faf03e1462073b729151
53771.209248,192.168.129.141,1072,203.208.50.175,443,de350869b8c85de67a350c8d186f11e6,
53771.266837,203.208.50.175,443,192.168.129.141,1072,,5cd6efb8d804faf03e1462073b729151
53728.057601,192.168.129.142,1036,203.208.41.79,443,de350869b8c85de67a350c8d186f11e6,
53728.067684,192.168.129.142,1035,203.208.41.79,443,de350869b8c85de67a350c8d186f11e6,
53728.138816,203.208.41.79,443,192.168.129.142,1036,,5cd6efb8d804faf03e1462073b729151
53728.144239,203.208.41.79,443,192.168.129.142,1035,,5cd6efb8d804faf03e1462073b729151
53738.076897,192.168.129.142,1045,203.208.41.79,443,de350869b8c85de67a350c8d186f11e6,
53738.090259,192.168.129.142,1046,203.208.41.79,443,de350869b8c85de67a350c8d186f11e6,
53738.154291,203.208.41.79,443,192.168.129.142,1045,,5cd6efb8d804faf03e1462073b729151
53738.164235,203.208.41.79,443,192.168.129.142,1046,,5cd6efb8d804faf03e1462073b729151
53743.070257,192.168.129.142,1050,203.208.41.79,443,de350869b8c85de67a350c8d186f11e6,
53743.152469,203.208.41.79,443,192.168.129.142,1050,,5cd6efb8d804faf03e1462073b729151
53743.889611,192.168.129.142,1051,203.208.41.79,443,de350869b8c85de67a350c8d186f11e6,
