index,source_ip,ja3_digest,计数项:source_ip,fp_num
1090,192.168.198.30,de350869b8c85de67a350c8d186f11e6,2,943
1096,192.168.199.119,de350869b8c85de67a350c8d186f11e6,4,943
1098,192.168.199.146,de350869b8c85de67a350c8d186f11e6,12,943
1100,192.168.199.149,de350869b8c85de67a350c8d186f11e6,2,943
1102,192.168.199.182,de350869b8c85de67a350c8d186f11e6,2,943
1104,192.168.199.194,de350869b8c85de67a350c8d186f11e6,12,943
1106,192.168.199.210,de350869b8c85de67a350c8d186f11e6,2,943
1110,192.168.199.51,de350869b8c85de67a350c8d186f11e6,2,943
1112,192.168.2.106,de350869b8c85de67a350c8d186f11e6,2,943
1114,192.168.2.122,de350869b8c85de67a350c8d186f11e6,2,943
1116,192.168.2.147,de350869b8c85de67a350c8d186f11e6,2,943
1118,192.168.2.33,de350869b8c85de67a350c8d186f11e6,12,943
1120,192.168.2.43,de350869b8c85de67a350c8d186f11e6,2,943
1122,192.168.2.58,de350869b8c85de67a350c8d186f11e6,2,943
1124,192.168.20.146,de350869b8c85de67a350c8d186f11e6,2,943
1126,192.168.20.19,de350869b8c85de67a350c8d186f11e6,2,943
1128,192.168.20.206,de350869b8c85de67a350c8d186f11e6,2,943
1132,192.168.20.6,de350869b8c85de67a350c8d186f11e6,12,943
1134,192.168.20.7,de350869b8c85de67a350c8d186f11e6,2,943
1138,192.168.200.16,de350869b8c85de67a350c8d186f11e6,2,943
1140,192.168.200.164,de350869b8c85de67a350c8d186f11e6,12,943
1142,192.168.200.77,de350869b8c85de67a350c8d186f11e6,2,943
1144,192.168.201.11,de350869b8c85de67a350c8d186f11e6,2,943
1146,192.168.201.209,de350869b8c85de67a350c8d186f11e6,12,943
1150,192.168.201.4,de350869b8c85de67a350c8d186f11e6,12,943
1154,192.168.201.5,de350869b8c85de67a350c8d186f11e6,1,943
1160,192.168.202.98,de350869b8c85de67a350c8d186f11e6,2,943
1162,192.168.203.140,de350869b8c85de67a350c8d186f11e6,1,943
1164,192.168.203.225,de350869b8c85de67a350c8d186f11e6,2,943
1166,192.168.204.144,de350869b8c85de67a350c8d186f11e6,1,943
1168,192.168.204.164,de350869b8c85de67a350c8d186f11e6,10,943
1170,192.168.205.103,de350869b8c85de67a350c8d186f11e6,2,943
1172,192.168.205.125,de350869b8c85de67a350c8d186f11e6,10,943
1174,192.168.205.128,de350869b8c85de67a350c8d186f11e6,12,943
1180,192.168.205.236,de350869b8c85de67a350c8d186f11e6,4,943
1186,192.168.206.140,de350869b8c85de67a350c8d186f11e6,5,943
1192,192.168.206.252,de350869b8c85de67a350c8d186f11e6,1,943
1198,192.168.207.122,de350869b8c85de67a350c8d186f11e6,10,943
1200,192.168.207.134,de350869b8c85de67a350c8d186f11e6,2,943
1202,192.168.207.201,de350869b8c85de67a350c8d186f11e6,10,943
1204,192.168.207.225,de350869b8c85de67a350c8d186f11e6,2,943
1206,192.168.207.31,de350869b8c85de67a350c8d186f11e6,2,943
1208,192.168.207.4,de350869b8c85de67a350c8d186f11e6,12,943
1212,192.168.208.157,de350869b8c85de67a350c8d186f11e6,8,943
1214,192.168.208.178,de350869b8c85de67a350c8d186f11e6,2,943
1218,192.168.208.48,de350869b8c85de67a350c8d186f11e6,12,943
1226,192.168.209.171,de350869b8c85de67a350c8d186f11e6,12,943
1228,192.168.209.240,de350869b8c85de67a350c8d186f11e6,4,943
1232,192.168.209.39,de350869b8c85de67a350c8d186f11e6,12,943
1234,192.168.21.144,de350869b8c85de67a350c8d186f11e6,2,943
1236,192.168.21.160,de350869b8c85de67a350c8d186f11e6,12,943
1238,192.168.210.161,de350869b8c85de67a350c8d186f11e6,1,943
1240,192.168.210.226,de350869b8c85de67a350c8d186f11e6,12,943
1244,192.168.210.83,de350869b8c85de67a350c8d186f11e6,12,943
1246,192.168.210.89,de350869b8c85de67a350c8d186f11e6,8,943
1248,192.168.211.198,de350869b8c85de67a350c8d186f11e6,1,943
1250,192.168.211.88,de350869b8c85de67a350c8d186f11e6,12,943
1252,192.168.212.13,de350869b8c85de67a350c8d186f11e6,9,943
1254,192.168.212.177,de350869b8c85de67a350c8d186f11e6,8,943
1260,192.168.212.80,de350869b8c85de67a350c8d186f11e6,2,943
1262,192.168.212.89,de350869b8c85de67a350c8d186f11e6,9,943
1264,192.168.213.132,de350869b8c85de67a350c8d186f11e6,6,943
1268,192.168.214.151,de350869b8c85de67a350c8d186f11e6,2,943
1272,192.168.214.60,de350869b8c85de67a350c8d186f11e6,12,943
1274,192.168.215.107,de350869b8c85de67a350c8d186f11e6,8,943
1276,192.168.215.122,de350869b8c85de67a350c8d186f11e6,2,943
1280,192.168.216.165,de350869b8c85de67a350c8d186f11e6,2,943
1286,192.168.216.185,de350869b8c85de67a350c8d186f11e6,8,943
1288,192.168.216.41,de350869b8c85de67a350c8d186f11e6,1,943
1290,192.168.216.8,de350869b8c85de67a350c8d186f11e6,9,943
1294,192.168.217.165,de350869b8c85de67a350c8d186f11e6,2,943
1296,192.168.217.181,de350869b8c85de67a350c8d186f11e6,2,943
1298,192.168.217.33,de350869b8c85de67a350c8d186f11e6,8,943
1300,192.168.217.56,de350869b8c85de67a350c8d186f11e6,3,943
1302,192.168.218.130,de350869b8c85de67a350c8d186f11e6,3,943
1304,192.168.218.150,de350869b8c85de67a350c8d186f11e6,12,943
1306,192.168.218.163,de350869b8c85de67a350c8d186f11e6,12,943
1308,192.168.218.215,de350869b8c85de67a350c8d186f11e6,8,943
1312,192.168.218.64,de350869b8c85de67a350c8d186f11e6,2,943
1314,192.168.219.11,de350869b8c85de67a350c8d186f11e6,8,943
1316,192.168.219.196,de350869b8c85de67a350c8d186f11e6,2,943
1318,192.168.22.156,de350869b8c85de67a350c8d186f11e6,2,943
1320,192.168.22.179,de350869b8c85de67a350c8d186f11e6,12,943
1322,192.168.22.211,de350869b8c85de67a350c8d186f11e6,8,943
1324,192.168.22.22,de350869b8c85de67a350c8d186f11e6,4,943
1328,192.168.22.244,de350869b8c85de67a350c8d186f11e6,8,943
1332,192.168.22.74,de350869b8c85de67a350c8d186f11e6,8,943
1334,192.168.22.75,de350869b8c85de67a350c8d186f11e6,8,943
1336,192.168.220.172,de350869b8c85de67a350c8d186f11e6,8,943
1340,192.168.220.192,de350869b8c85de67a350c8d186f11e6,2,943
1342,192.168.220.202,de350869b8c85de67a350c8d186f11e6,2,943
1344,192.168.220.215,de350869b8c85de67a350c8d186f11e6,2,943
1348,192.168.220.82,de350869b8c85de67a350c8d186f11e6,2,943
1352,192.168.221.229,de350869b8c85de67a350c8d186f11e6,3,943
1354,192.168.221.245,de350869b8c85de67a350c8d186f11e6,2,943
1358,192.168.222.179,de350869b8c85de67a350c8d186f11e6,2,943
1362,192.168.222.253,de350869b8c85de67a350c8d186f11e6,8,943
1364,192.168.223.10,de350869b8c85de67a350c8d186f11e6,2,943
1368,192.168.223.133,de350869b8c85de67a350c8d186f11e6,4,943
1370,192.168.223.136,de350869b8c85de67a350c8d186f11e6,12,943
1372,192.168.223.17,de350869b8c85de67a350c8d186f11e6,8,943
1374,192.168.223.172,de350869b8c85de67a350c8d186f11e6,2,943
1376,192.168.223.202,de350869b8c85de67a350c8d186f11e6,2,943
1378,192.168.223.220,de350869b8c85de67a350c8d186f11e6,2,943
1380,192.168.223.250,de350869b8c85de67a350c8d186f11e6,4,943
1382,192.168.223.252,de350869b8c85de67a350c8d186f11e6,2,943
1386,192.168.223.81,de350869b8c85de67a350c8d186f11e6,2,943
1388,192.168.224.167,de350869b8c85de67a350c8d186f11e6,12,943
1390,192.168.224.241,de350869b8c85de67a350c8d186f11e6,4,943
1392,192.168.224.245,de350869b8c85de67a350c8d186f11e6,2,943
1394,192.168.224.79,de350869b8c85de67a350c8d186f11e6,2,943
1396,192.168.224.8,de350869b8c85de67a350c8d186f11e6,8,943
1400,192.168.225.171,de350869b8c85de67a350c8d186f11e6,8,943
1402,192.168.225.231,de350869b8c85de67a350c8d186f11e6,1,943
1406,192.168.226.177,de350869b8c85de67a350c8d186f11e6,2,943
1408,192.168.226.21,de350869b8c85de67a350c8d186f11e6,8,943
1410,192.168.226.65,de350869b8c85de67a350c8d186f11e6,9,943
1412,192.168.226.82,de350869b8c85de67a350c8d186f11e6,2,943
1416,192.168.227.174,de350869b8c85de67a350c8d186f11e6,2,943
1424,192.168.227.91,de350869b8c85de67a350c8d186f11e6,9,943
1426,192.168.228.146,de350869b8c85de67a350c8d186f11e6,34,943
1428,192.168.228.164,de350869b8c85de67a350c8d186f11e6,8,943
1430,192.168.228.227,de350869b8c85de67a350c8d186f11e6,2,943
1432,192.168.228.92,de350869b8c85de67a350c8d186f11e6,1,943
1434,192.168.229.42,de350869b8c85de67a350c8d186f11e6,9,943
1436,192.168.23.133,de350869b8c85de67a350c8d186f11e6,2,943
1438,192.168.23.171,de350869b8c85de67a350c8d186f11e6,2,943
1440,192.168.23.185,de350869b8c85de67a350c8d186f11e6,2,943
1442,192.168.23.205,de350869b8c85de67a350c8d186f11e6,1,943
1444,192.168.23.234,de350869b8c85de67a350c8d186f11e6,2,943
1448,192.168.23.25,de350869b8c85de67a350c8d186f11e6,1,943
1450,192.168.23.58,de350869b8c85de67a350c8d186f11e6,9,943
1454,192.168.23.93,de350869b8c85de67a350c8d186f11e6,9,943
1456,192.168.230.112,de350869b8c85de67a350c8d186f11e6,10,943
1458,192.168.230.29,de350869b8c85de67a350c8d186f11e6,2,943
1460,192.168.231.121,de350869b8c85de67a350c8d186f11e6,4,943
1462,192.168.231.141,de350869b8c85de67a350c8d186f11e6,8,943
1464,192.168.231.180,de350869b8c85de67a350c8d186f11e6,2,943
1466,192.168.231.24,de350869b8c85de67a350c8d186f11e6,12,943
1472,192.168.231.96,de350869b8c85de67a350c8d186f11e6,8,943
1474,192.168.232.100,de350869b8c85de67a350c8d186f11e6,1,943
1476,192.168.232.195,de350869b8c85de67a350c8d186f11e6,2,943
1478,192.168.232.244,de350869b8c85de67a350c8d186f11e6,12,943
1480,192.168.232.62,de350869b8c85de67a350c8d186f11e6,2,943
1484,192.168.233.100,de350869b8c85de67a350c8d186f11e6,2,943
1486,192.168.233.11,de350869b8c85de67a350c8d186f11e6,8,943
1488,192.168.233.147,de350869b8c85de67a350c8d186f11e6,2,943
1490,192.168.233.172,de350869b8c85de67a350c8d186f11e6,2,943
1492,192.168.233.190,de350869b8c85de67a350c8d186f11e6,3,943
1494,192.168.233.57,de350869b8c85de67a350c8d186f11e6,1,943
1496,192.168.234.157,de350869b8c85de67a350c8d186f11e6,12,943
1498,192.168.234.230,de350869b8c85de67a350c8d186f11e6,9,943
1504,192.168.234.86,de350869b8c85de67a350c8d186f11e6,2,943
1506,192.168.234.95,de350869b8c85de67a350c8d186f11e6,1,943
1510,192.168.235.45,de350869b8c85de67a350c8d186f11e6,3,943
1516,192.168.237.0,de350869b8c85de67a350c8d186f11e6,2,943
1519,192.168.237.144,de350869b8c85de67a350c8d186f11e6,1,943
1521,192.168.237.74,de350869b8c85de67a350c8d186f11e6,8,943
1525,192.168.238.188,de350869b8c85de67a350c8d186f11e6,1,943
1527,192.168.238.201,de350869b8c85de67a350c8d186f11e6,3,943
1529,192.168.239.104,de350869b8c85de67a350c8d186f11e6,15,943
1531,192.168.239.111,de350869b8c85de67a350c8d186f11e6,2,943
1533,192.168.239.37,de350869b8c85de67a350c8d186f11e6,2,943
1535,192.168.239.54,de350869b8c85de67a350c8d186f11e6,9,943
1537,192.168.24.151,de350869b8c85de67a350c8d186f11e6,8,943
1539,192.168.24.208,de350869b8c85de67a350c8d186f11e6,12,943
1541,192.168.24.221,de350869b8c85de67a350c8d186f11e6,9,943
1543,192.168.24.247,de350869b8c85de67a350c8d186f11e6,12,943
1545,192.168.24.47,de350869b8c85de67a350c8d186f11e6,8,943
1547,192.168.24.63,de350869b8c85de67a350c8d186f11e6,2,943
1551,192.168.240.111,de350869b8c85de67a350c8d186f11e6,5,943
1555,192.168.240.192,de350869b8c85de67a350c8d186f11e6,8,943
1557,192.168.240.206,de350869b8c85de67a350c8d186f11e6,2,943
1561,192.168.241.163,de350869b8c85de67a350c8d186f11e6,8,943
1563,192.168.241.72,de350869b8c85de67a350c8d186f11e6,2,943
1565,192.168.241.89,de350869b8c85de67a350c8d186f11e6,12,943
1567,192.168.242.108,de350869b8c85de67a350c8d186f11e6,6,943
1569,192.168.242.150,de350869b8c85de67a350c8d186f11e6,3,943
1571,192.168.242.175,de350869b8c85de67a350c8d186f11e6,2,943
1573,192.168.242.51,de350869b8c85de67a350c8d186f11e6,8,943
1577,192.168.242.79,de350869b8c85de67a350c8d186f11e6,7,943
1579,192.168.242.89,de350869b8c85de67a350c8d186f11e6,1,943
1585,192.168.243.126,de350869b8c85de67a350c8d186f11e6,9,943
1587,192.168.243.13,de350869b8c85de67a350c8d186f11e6,2,943
1589,192.168.243.130,de350869b8c85de67a350c8d186f11e6,13,943
1593,192.168.243.245,de350869b8c85de67a350c8d186f11e6,2,943
1595,192.168.243.7,de350869b8c85de67a350c8d186f11e6,7,943
1597,192.168.243.93,de350869b8c85de67a350c8d186f11e6,12,943
1599,192.168.244.152,de350869b8c85de67a350c8d186f11e6,2,943
1607,192.168.244.41,de350869b8c85de67a350c8d186f11e6,2,943
1609,192.168.244.9,de350869b8c85de67a350c8d186f11e6,8,943
1617,192.168.245.190,de350869b8c85de67a350c8d186f11e6,2,943
1619,192.168.245.229,de350869b8c85de67a350c8d186f11e6,8,943
1622,192.168.245.50,de350869b8c85de67a350c8d186f11e6,2,943
1624,192.168.245.79,de350869b8c85de67a350c8d186f11e6,8,943
1626,192.168.246.145,de350869b8c85de67a350c8d186f11e6,8,943
1628,192.168.246.231,de350869b8c85de67a350c8d186f11e6,1,943
1630,192.168.246.245,de350869b8c85de67a350c8d186f11e6,12,943
1634,192.168.247.13,de350869b8c85de67a350c8d186f11e6,12,943
1636,192.168.247.140,de350869b8c85de67a350c8d186f11e6,12,943
1638,192.168.247.156,de350869b8c85de67a350c8d186f11e6,8,943
1640,192.168.247.199,de350869b8c85de67a350c8d186f11e6,9,943
1644,192.168.247.32,de350869b8c85de67a350c8d186f11e6,12,943
1646,192.168.248.124,de350869b8c85de67a350c8d186f11e6,2,943
1648,192.168.248.213,de350869b8c85de67a350c8d186f11e6,12,943
1650,192.168.248.56,de350869b8c85de67a350c8d186f11e6,4,943
1654,192.168.249.121,de350869b8c85de67a350c8d186f11e6,12,943
1656,192.168.249.131,de350869b8c85de67a350c8d186f11e6,2,943
1658,192.168.249.4,de350869b8c85de67a350c8d186f11e6,12,943
1660,192.168.249.92,de350869b8c85de67a350c8d186f11e6,12,943
1664,192.168.25.116,de350869b8c85de67a350c8d186f11e6,8,943
1672,192.168.250.175,de350869b8c85de67a350c8d186f11e6,1,943
1674,192.168.250.50,de350869b8c85de67a350c8d186f11e6,12,943
1678,192.168.251.213,de350869b8c85de67a350c8d186f11e6,2,943
1680,192.168.251.33,de350869b8c85de67a350c8d186f11e6,2,943
1682,192.168.252.10,de350869b8c85de67a350c8d186f11e6,2,943
1684,192.168.252.146,de350869b8c85de67a350c8d186f11e6,9,943
1686,192.168.252.227,de350869b8c85de67a350c8d186f11e6,2,943
1690,192.168.252.5,de350869b8c85de67a350c8d186f11e6,2,943
1694,192.168.253.134,de350869b8c85de67a350c8d186f11e6,9,943
1696,192.168.253.170,de350869b8c85de67a350c8d186f11e6,9,943
1698,192.168.253.193,de350869b8c85de67a350c8d186f11e6,12,943
1702,192.168.253.217,de350869b8c85de67a350c8d186f11e6,1,943
1708,192.168.254.125,de350869b8c85de67a350c8d186f11e6,1,943
1710,192.168.254.236,de350869b8c85de67a350c8d186f11e6,7,943
1718,192.168.255.69,de350869b8c85de67a350c8d186f11e6,8,943
1720,192.168.26.112,de350869b8c85de67a350c8d186f11e6,2,943
1722,192.168.26.132,de350869b8c85de67a350c8d186f11e6,2,943
1724,192.168.26.189,de350869b8c85de67a350c8d186f11e6,13,943
1726,192.168.26.202,de350869b8c85de67a350c8d186f11e6,1,943
1730,192.168.26.72,de350869b8c85de67a350c8d186f11e6,2,943
1736,192.168.27.197,de350869b8c85de67a350c8d186f11e6,1,943
1740,192.168.27.223,de350869b8c85de67a350c8d186f11e6,3,943
1744,192.168.27.51,de350869b8c85de67a350c8d186f11e6,9,943
1746,192.168.28.137,de350869b8c85de67a350c8d186f11e6,2,943
1748,192.168.28.157,de350869b8c85de67a350c8d186f11e6,2,943
1750,192.168.28.170,de350869b8c85de67a350c8d186f11e6,2,943
1754,192.168.28.217,de350869b8c85de67a350c8d186f11e6,19,943
1756,192.168.28.249,de350869b8c85de67a350c8d186f11e6,3,943
1758,192.168.29.189,de350869b8c85de67a350c8d186f11e6,8,943
1760,192.168.29.48,de350869b8c85de67a350c8d186f11e6,12,943
1762,192.168.29.90,de350869b8c85de67a350c8d186f11e6,10,943
1764,192.168.3.121,de350869b8c85de67a350c8d186f11e6,12,943
1766,192.168.3.152,de350869b8c85de67a350c8d186f11e6,1,943
1768,192.168.3.218,de350869b8c85de67a350c8d186f11e6,2,943
1770,192.168.3.28,de350869b8c85de67a350c8d186f11e6,1,943
1772,192.168.30.170,de350869b8c85de67a350c8d186f11e6,9,943
1774,192.168.30.231,de350869b8c85de67a350c8d186f11e6,12,943
1776,192.168.30.85,de350869b8c85de67a350c8d186f11e6,8,943
1778,192.168.31.183,de350869b8c85de67a350c8d186f11e6,12,943
1784,192.168.31.66,de350869b8c85de67a350c8d186f11e6,12,943
1787,192.168.31.79,de350869b8c85de67a350c8d186f11e6,11,943
1789,192.168.31.88,de350869b8c85de67a350c8d186f11e6,2,943
1791,192.168.31.97,de350869b8c85de67a350c8d186f11e6,12,943
1793,192.168.32.186,de350869b8c85de67a350c8d186f11e6,12,943
1795,192.168.32.215,de350869b8c85de67a350c8d186f11e6,4,943
1797,192.168.32.55,de350869b8c85de67a350c8d186f11e6,8,943
1799,192.168.32.61,de350869b8c85de67a350c8d186f11e6,11,943
1801,192.168.32.62,de350869b8c85de67a350c8d186f11e6,3,943
1805,192.168.33.204,de350869b8c85de67a350c8d186f11e6,12,943
1807,192.168.33.21,de350869b8c85de67a350c8d186f11e6,2,943
1809,192.168.33.74,de350869b8c85de67a350c8d186f11e6,2,943
1813,192.168.34.171,de350869b8c85de67a350c8d186f11e6,12,943
1817,192.168.34.64,de350869b8c85de67a350c8d186f11e6,1,943
1821,192.168.35.191,de350869b8c85de67a350c8d186f11e6,8,943
1823,192.168.35.255,de350869b8c85de67a350c8d186f11e6,8,943
1831,192.168.36.207,de350869b8c85de67a350c8d186f11e6,2,943
1833,192.168.36.217,de350869b8c85de67a350c8d186f11e6,9,943
1837,192.168.37.18,de350869b8c85de67a350c8d186f11e6,8,943
1839,192.168.37.187,de350869b8c85de67a350c8d186f11e6,2,943
1841,192.168.37.189,de350869b8c85de67a350c8d186f11e6,2,943
1843,192.168.37.191,de350869b8c85de67a350c8d186f11e6,2,943
1845,192.168.37.227,de350869b8c85de67a350c8d186f11e6,6,943
1847,192.168.37.29,de350869b8c85de67a350c8d186f11e6,10,943
1849,192.168.37.58,de350869b8c85de67a350c8d186f11e6,12,943
1851,192.168.37.80,de350869b8c85de67a350c8d186f11e6,9,943
1853,192.168.38.196,de350869b8c85de67a350c8d186f11e6,2,943
1855,192.168.38.96,de350869b8c85de67a350c8d186f11e6,2,943
1857,192.168.39.10,de350869b8c85de67a350c8d186f11e6,2,943
1861,192.168.39.123,de350869b8c85de67a350c8d186f11e6,1,943
1863,192.168.39.155,de350869b8c85de67a350c8d186f11e6,8,943
1865,192.168.39.16,de350869b8c85de67a350c8d186f11e6,6,943
1871,192.168.39.184,de350869b8c85de67a350c8d186f11e6,1,943
1873,192.168.39.206,de350869b8c85de67a350c8d186f11e6,2,943
1877,192.168.39.252,de350869b8c85de67a350c8d186f11e6,3,943
1879,192.168.39.4,de350869b8c85de67a350c8d186f11e6,2,943
1881,192.168.39.7,de350869b8c85de67a350c8d186f11e6,1,943
1883,192.168.4.183,de350869b8c85de67a350c8d186f11e6,2,943
1885,192.168.4.193,de350869b8c85de67a350c8d186f11e6,3,943
1887,192.168.4.198,de350869b8c85de67a350c8d186f11e6,8,943
1889,192.168.4.208,de350869b8c85de67a350c8d186f11e6,1,943
1891,192.168.4.224,de350869b8c85de67a350c8d186f11e6,12,943
1893,192.168.4.38,de350869b8c85de67a350c8d186f11e6,2,943
1897,192.168.4.97,de350869b8c85de67a350c8d186f11e6,7,943
1899,192.168.40.122,de350869b8c85de67a350c8d186f11e6,2,943
1901,192.168.40.134,de350869b8c85de67a350c8d186f11e6,12,943
1903,192.168.40.22,de350869b8c85de67a350c8d186f11e6,8,943
1905,192.168.41.56,de350869b8c85de67a350c8d186f11e6,4,943
1907,192.168.42.120,de350869b8c85de67a350c8d186f11e6,9,943
1909,192.168.42.144,de350869b8c85de67a350c8d186f11e6,8,943
1915,192.168.42.250,de350869b8c85de67a350c8d186f11e6,8,943
1917,192.168.42.30,de350869b8c85de67a350c8d186f11e6,9,943
1919,192.168.42.33,de350869b8c85de67a350c8d186f11e6,12,943
1921,192.168.42.74,de350869b8c85de67a350c8d186f11e6,1,943
1923,192.168.42.83,de350869b8c85de67a350c8d186f11e6,2,943
1927,192.168.43.74,de350869b8c85de67a350c8d186f11e6,12,943
1929,192.168.44.154,de350869b8c85de67a350c8d186f11e6,8,943
1931,192.168.44.157,de350869b8c85de67a350c8d186f11e6,12,943
1933,192.168.44.168,de350869b8c85de67a350c8d186f11e6,8,943
1935,192.168.44.238,de350869b8c85de67a350c8d186f11e6,2,943
1941,192.168.45.128,de350869b8c85de67a350c8d186f11e6,1,943
1943,192.168.45.18,de350869b8c85de67a350c8d186f11e6,12,943
1949,192.168.45.91,de350869b8c85de67a350c8d186f11e6,8,943
1951,192.168.46.200,de350869b8c85de67a350c8d186f11e6,12,943
1955,192.168.46.34,de350869b8c85de67a350c8d186f11e6,2,943
1957,192.168.46.6,de350869b8c85de67a350c8d186f11e6,12,943
1959,192.168.46.60,de350869b8c85de67a350c8d186f11e6,8,943
1961,192.168.46.84,de350869b8c85de67a350c8d186f11e6,2,943
1963,192.168.47.150,de350869b8c85de67a350c8d186f11e6,9,943
1965,192.168.47.55,de350869b8c85de67a350c8d186f11e6,2,943
1967,192.168.48.114,de350869b8c85de67a350c8d186f11e6,8,943
1969,192.168.48.2,de350869b8c85de67a350c8d186f11e6,2,943
1971,192.168.48.206,de350869b8c85de67a350c8d186f11e6,2,943
1973,192.168.48.221,de350869b8c85de67a350c8d186f11e6,2,943
1975,192.168.49.125,de350869b8c85de67a350c8d186f11e6,8,943
1977,192.168.49.183,de350869b8c85de67a350c8d186f11e6,7,943
1981,192.168.49.201,de350869b8c85de67a350c8d186f11e6,12,943
1983,192.168.49.228,de350869b8c85de67a350c8d186f11e6,2,943
1985,192.168.49.229,de350869b8c85de67a350c8d186f11e6,9,943
1987,192.168.49.29,de350869b8c85de67a350c8d186f11e6,2,943
1989,192.168.49.61,de350869b8c85de67a350c8d186f11e6,2,943
1991,192.168.5.204,de350869b8c85de67a350c8d186f11e6,8,943
1993,192.168.5.42,de350869b8c85de67a350c8d186f11e6,2,943
1999,192.168.50.227,de350869b8c85de67a350c8d186f11e6,12,943
2005,192.168.51.137,de350869b8c85de67a350c8d186f11e6,2,943
2007,192.168.51.176,de350869b8c85de67a350c8d186f11e6,6,943
2013,192.168.51.36,de350869b8c85de67a350c8d186f11e6,1,943
2015,192.168.51.53,de350869b8c85de67a350c8d186f11e6,9,943
2017,192.168.52.218,de350869b8c85de67a350c8d186f11e6,12,943
2021,192.168.53.185,de350869b8c85de67a350c8d186f11e6,8,943
2023,192.168.53.216,de350869b8c85de67a350c8d186f11e6,12,943
2025,192.168.53.255,de350869b8c85de67a350c8d186f11e6,1,943
2027,192.168.53.61,de350869b8c85de67a350c8d186f11e6,6,943
2029,192.168.54.23,de350869b8c85de67a350c8d186f11e6,12,943
2033,192.168.54.243,de350869b8c85de67a350c8d186f11e6,8,943
2035,192.168.54.93,de350869b8c85de67a350c8d186f11e6,8,943
2037,192.168.55.12,de350869b8c85de67a350c8d186f11e6,2,943
2039,192.168.55.128,de350869b8c85de67a350c8d186f11e6,9,943
2041,192.168.55.133,de350869b8c85de67a350c8d186f11e6,2,943
2043,192.168.55.174,de350869b8c85de67a350c8d186f11e6,11,943
2045,192.168.55.195,de350869b8c85de67a350c8d186f11e6,9,943
2047,192.168.55.6,de350869b8c85de67a350c8d186f11e6,2,943
2049,192.168.56.29,de350869b8c85de67a350c8d186f11e6,1,943
2051,192.168.56.4,de350869b8c85de67a350c8d186f11e6,8,943
2053,192.168.56.8,de350869b8c85de67a350c8d186f11e6,9,943
2057,192.168.57.171,de350869b8c85de67a350c8d186f11e6,1,943
2059,192.168.57.226,de350869b8c85de67a350c8d186f11e6,14,943
2061,192.168.57.31,de350869b8c85de67a350c8d186f11e6,1,943
2063,192.168.57.71,de350869b8c85de67a350c8d186f11e6,2,943
2065,192.168.57.81,de350869b8c85de67a350c8d186f11e6,4,943
2067,192.168.58.228,de350869b8c85de67a350c8d186f11e6,9,943
2069,192.168.58.35,de350869b8c85de67a350c8d186f11e6,12,943
2077,192.168.59.33,de350869b8c85de67a350c8d186f11e6,2,943
2079,192.168.59.88,de350869b8c85de67a350c8d186f11e6,2,943
2083,192.168.6.137,de350869b8c85de67a350c8d186f11e6,8,943
2087,192.168.6.215,de350869b8c85de67a350c8d186f11e6,12,943
2091,192.168.6.61,de350869b8c85de67a350c8d186f11e6,2,943
2093,192.168.6.86,de350869b8c85de67a350c8d186f11e6,7,943
2095,192.168.60.114,de350869b8c85de67a350c8d186f11e6,12,943
2097,192.168.60.125,de350869b8c85de67a350c8d186f11e6,12,943
2099,192.168.60.162,de350869b8c85de67a350c8d186f11e6,8,943
2101,192.168.60.218,de350869b8c85de67a350c8d186f11e6,2,943
2105,192.168.60.66,de350869b8c85de67a350c8d186f11e6,1,943
2107,192.168.61.102,de350869b8c85de67a350c8d186f11e6,12,943
2111,192.168.61.135,de350869b8c85de67a350c8d186f11e6,2,943
2113,192.168.62.15,de350869b8c85de67a350c8d186f11e6,8,943
2115,192.168.62.188,de350869b8c85de67a350c8d186f11e6,16,943
2117,192.168.62.197,de350869b8c85de67a350c8d186f11e6,8,943
2121,192.168.62.77,de350869b8c85de67a350c8d186f11e6,12,943
2123,192.168.63.107,de350869b8c85de67a350c8d186f11e6,2,943
2125,192.168.63.58,de350869b8c85de67a350c8d186f11e6,2,943
2127,192.168.64.11,de350869b8c85de67a350c8d186f11e6,1,943
2131,192.168.64.135,de350869b8c85de67a350c8d186f11e6,9,943
2133,192.168.64.152,de350869b8c85de67a350c8d186f11e6,2,943
2135,192.168.65.0,de350869b8c85de67a350c8d186f11e6,1,943
2137,192.168.65.189,de350869b8c85de67a350c8d186f11e6,2,943
2139,192.168.65.214,de350869b8c85de67a350c8d186f11e6,2,943
2141,192.168.65.26,de350869b8c85de67a350c8d186f11e6,2,943
2145,192.168.65.86,de350869b8c85de67a350c8d186f11e6,12,943
2150,192.168.66.102,de350869b8c85de67a350c8d186f11e6,1,943
2152,192.168.66.105,de350869b8c85de67a350c8d186f11e6,8,943
2154,192.168.66.150,de350869b8c85de67a350c8d186f11e6,9,943
2156,192.168.66.67,de350869b8c85de67a350c8d186f11e6,2,943
2158,192.168.66.73,de350869b8c85de67a350c8d186f11e6,8,943
2160,192.168.67.131,de350869b8c85de67a350c8d186f11e6,1,943
2162,192.168.67.147,de350869b8c85de67a350c8d186f11e6,2,943
2164,192.168.67.149,de350869b8c85de67a350c8d186f11e6,2,943
2166,192.168.67.212,de350869b8c85de67a350c8d186f11e6,12,943
2168,192.168.67.56,de350869b8c85de67a350c8d186f11e6,3,943
